hot_inlet_temperature_k,cold_inlet_mass_flow_kg_s,hot_outlet_temperature_k,cold_outlet_temperature_k,hx_1_heat_load_kw,hot_outlet_pressure_pa,cold_outlet_pressure_pa,hot_outlet_mass_flow_kg_s,cold_outlet_mass_flow_kg_s,hx_1_logarithmic_mean_temperature_difference_lmtd_k,hot_inlet_temperature_k_noisy,cold_inlet_mass_flow_kg_s_noisy,hot_outlet_temperature_k_noisy,cold_outlet_temperature_k_noisy,hx_1_heat_load_kw_noisy,hot_outlet_pressure_pa_noisy,cold_outlet_pressure_pa_noisy,hot_outlet_mass_flow_kg_s_noisy,cold_outlet_mass_flow_kg_s_noisy,hx_1_logarithmic_mean_temperature_difference_lmtd_k_noisy
391.332,2.45455,374.115,2011.51,80.5275,500000,100000,1,2.45455,80.5275,389.3914655437743,2.4119437391664893,325.17255747789994,2136.2067328111543,56.559720789888885,527400.0628906034,103314.1596334472,0.9890406298939138,2.521138541564902,71.72508323455972
391.332,2.5,374.101,2011.51,80.5866,500000,100000,1,2.5,80.5866,427.46440744686623,2.614721518818937,408.9115007897821,1735.6382915945396,80.5880874860493,507223.4387300439,104393.31383869077,1.004380280742437,2.58645136642595,94.33515410693984
391.332,2.54545,374.088,2011.51,80.6436,500000,100000,1,2.54545,80.6436,370.3940794112027,2.699470864372383,385.73741272797145,2069.3319131061835,73.1630753410638,475443.07858255535,97626.03048780032,1.0029661656575253,2.7493814184656014,80.22823505851373
391.332,2.59091,374.075,2011.51,80.6986,500000,100000,1,2.59091,80.6986,361.482659190584,2.507362420143318,425.0099295166871,1818.252165708403,99.08065220956227,532728.0510563225,91206.14159356809,1.0000849239901557,2.845190691814855,77.85955941655264
391.332,2.63636,374.062,2011.51,80.7518,500000,100000,1,2.63636,80.7518,377.79371155986166,2.7409262756918,366.8135642107476,1854.4579632831365,68.91490905525134,480647.11794679146,95825.7287997456,1.0048233519620189,2.7520418748161704,81.68194865564152
391.332,2.68182,374.05,2011.51,80.8033,500000,100000,1,2.68182,80.8033,390.4400366523785,2.580519505680427,358.3686502722861,2092.0994562772,82.2175022110913,471815.4529267796,93263.72234116842,1.0549765285521504,2.6789009090365363,89.92513389191201
391.332,2.72727,374.038,2011.51,80.853,500000,100000,1,2.72727,80.853,396.09332566911735,3.031785502365853,425.95777478564656,2448.7082447261614,75.65213782977325,478077.6155143047,93211.0918021759,0.9511142766941676,2.699242638971131,78.81967051200235
391.332,2.77273,374.027,2011.51,80.9012,500000,100000,1,2.77273,80.9012,386.6118305503483,2.6766608662413085,445.5370038664486,1828.2580214470045,74.1270381799017,507659.6584714886,105684.70683893043,0.9638061932647848,2.770719862455883,90.21146897120056
391.332,2.81818,374.016,2011.51,80.9479,500000,100000,1,2.81818,80.9479,398.2205271214367,2.962764955218233,374.3655993515605,2156.3146992831894,85.5295334389789,524318.1042907092,98765.6235023964,1.070841586033653,2.7372897092111925,82.61137898172761
391.332,2.86364,374.005,2011.51,80.9931,500000,100000,1,2.86364,80.9931,366.84362870263527,2.984455543485776,345.8514932387958,1948.6075926072128,75.9123624258384,506367.5073836287,101446.72701810724,1.0635332327621885,2.995888885472638,86.94256133305107
391.332,2.90909,373.995,2011.51,81.0369,500000,100000,1,2.90909,81.0369,419.5815645020599,2.955066396120944,404.30844526294777,1916.0148793241692,103.54883539896424,486078.5718732005,105515.87236408977,1.0129497412354829,3.060465978780234,83.12247486675173
391.332,2.95455,373.984,2011.51,81.0794,500000,100000,1,2.95455,81.0794,389.724580752864,2.855492335121817,364.4840372581226,2227.0183557372534,57.06457874940956,479801.85617217614,94902.3354209788,1.101207216399703,2.860831723426696,86.53982127419268
391.332,3.0,373.975,2011.51,81.1206,500000,100000,1,3.0,81.1206,413.1936806183522,2.977290376208789,396.3859315129264,1841.8345430727225,88.80074300439988,519278.0146568751,103071.22349113824,1.0244389486385443,2.975186667637492,88.23660154116982
391.332,3.04545,373.965,2011.51,81.1606,500000,100000,1,3.04545,81.1606,398.037969762434,2.717517754071651,364.2689860241449,1779.3589703170082,80.1283009644183,497682.27816642815,92737.29938433522,1.0936950817812363,2.776099189293218,84.67262013464901
391.332,3.09091,373.956,2011.51,81.1995,500000,100000,1,3.09091,81.1995,400.2691075378944,3.125593107041804,432.4432426194417,2104.0748213841143,80.58665677433235,508525.1091648303,101262.45360621857,1.0729871950155596,3.076901366798363,94.15301454782988
391.332,3.13636,373.947,2011.51,81.2373,500000,100000,1,3.13636,81.2373,402.4804084653914,3.191185976981209,347.7897998054806,2332.3023554471056,84.91884252201618,496493.23457256897,105338.16012167255,1.0813768533260766,3.1423984310825337,80.29424473133864
391.332,3.18182,373.938,2011.51,81.274,500000,100000,1,3.18182,81.274,400.0921343104348,3.2030585560778926,391.9068300944136,2162.372184964021,93.43770355646932,507486.0263258474,94303.40526821405,0.9425738022339184,3.0056619168301184,90.8967824686295
391.332,3.22727,373.93,2011.51,81.3097,500000,100000,1,3.22727,81.3097,403.90789915322426,2.747486909628633,355.6559672271102,1728.4870468474655,84.542651534969,509756.19820506737,104142.77011122517,1.033411190693857,3.142084104517869,76.25598781913627
391.332,3.27273,373.922,2011.51,81.3444,500000,100000,1,3.27273,81.3444,417.3389958960892,3.0656256818530614,363.3958503540424,1887.7351428726083,93.56228783818754,560634.3644086545,101124.2574167229,0.9958373179832276,3.0840306306424106,84.64654718574221
391.332,3.31818,373.914,2011.51,81.3782,500000,100000,1,3.31818,81.3782,395.1772511190808,3.194064973126561,358.50666219058536,2208.557165891417,81.94461705717544,510062.195984748,97728.33969279696,0.9330882856783828,3.0569663135004714,74.63777645674968
391.332,3.36364,373.906,2011.51,81.4111,500000,100000,1,3.36364,81.4111,405.20479292323137,3.412691782701601,401.52299875607247,2329.5519014425327,68.78289876677002,490315.2630209428,93997.62726729047,1.0668055869475794,3.612845486136044,74.79587511729802
391.332,3.40909,373.898,2011.51,81.4431,500000,100000,1,3.40909,81.4431,389.57617756415954,3.458409118491922,408.23541319475447,2057.515511790275,80.3540765222514,504390.31742669735,101209.0283011858,1.059716610470972,3.141140342815377,92.14896902070004
391.332,3.45455,373.891,2011.51,81.4743,500000,100000,1,3.45455,81.4743,419.5101975078136,3.425147669972298,394.7443528488353,1895.0088655916832,95.56437526407704,476259.1604814766,102469.20077525415,0.9927364503195976,3.4742558145426634,98.4876634008952
391.332,3.5,373.884,2011.51,81.5047,500000,100000,1,3.5,81.5047,378.0973023825271,3.6111679689056926,369.8466709519411,2342.608335557837,76.48383245464358,476039.33322157327,98412.83463700964,0.9691135229961464,3.6707887720478136,80.18959663528419
391.332,3.54545,373.877,2011.51,81.5344,500000,100000,1,3.54545,81.5344,426.5702810745928,3.363525448524117,379.1180089450783,1996.5054257524528,68.29153863891628,531241.9213094484,95094.9951834585,1.002901221764884,3.797480230595149,73.32911035797967
391.332,3.59091,373.87,2011.51,81.5633,500000,100000,1,3.59091,81.5633,390.5462454429224,3.700474949214832,407.4331162799925,1889.650999500276,89.14201286511927,507604.0073735837,103812.3192757744,0.9092750731740749,3.400367247746457,81.47332052986431
391.332,3.63636,373.863,2011.51,81.5915,500000,100000,1,3.63636,81.5915,363.336595886897,3.722676660017779,408.6065217928197,1855.631545013554,85.71119583493424,527975.2127122101,105922.73551321404,0.9326396871503448,3.868716083411418,75.30261635344193
391.332,3.68182,373.857,2011.51,81.619,500000,100000,1,3.68182,81.619,393.83856784479343,3.751324428322864,273.2791623289062,1771.1308644848448,72.18130905958826,459377.0997677063,104768.2438941578,0.9850230819984428,3.711523247940204,92.21150063544596
391.332,3.72727,373.85,2011.51,81.6458,500000,100000,1,3.72727,81.6458,378.006134638852,3.693344308121368,363.6729741082778,2581.4875369656243,78.79157334564269,475611.7848216262,107945.33143789267,1.0307784289965716,3.834055586113227,86.56818220800061
391.332,3.77273,373.844,2011.51,81.672,500000,100000,1,3.77273,81.672,407.7805360656428,4.118075107512783,365.4602196373097,2297.3370955952632,79.44638579874666,507455.70313842985,96742.23436141985,0.9907314782689114,4.104643362364385,86.42750475658566
391.332,3.81818,373.838,2011.51,81.6976,500000,100000,1,3.81818,81.6976,378.5623676465818,3.912335495693914,398.8572040067796,1879.4959431831703,81.7758083231041,479391.0086771413,92924.00221986204,0.9722090812014154,3.934825837085485,80.7645280851379
391.332,3.86364,373.832,2011.51,81.7226,500000,100000,1,3.86364,81.7226,382.60170723565966,3.6765749412649513,371.33589316735566,2359.86851698604,89.64845463159075,464400.6783095224,102053.03733484956,0.9586075917476172,3.684272546652737,75.85109376264826
391.332,3.90909,373.826,2011.51,81.7471,500000,100000,1,3.90909,81.7471,354.36011233388115,3.957622422607239,400.7109446566748,2118.784265482217,76.7784712238481,473027.2309117686,97985.2063225446,1.1219274396705536,3.5073835207209543,90.38075497878262
391.332,3.95455,373.82,2011.51,81.7709,500000,100000,1,3.95455,81.7709,382.481903173781,4.103336656940442,333.4975030573359,2106.877298573348,90.33530965552028,491970.904058616,104938.23903830512,0.9463047917874878,4.0810602544788654,80.87255057724937
391.332,4.0,373.815,2011.51,81.7943,500000,100000,1,4.0,81.7943,343.90492276758187,3.8823782802151374,383.53622786969714,1867.1002714751307,75.24884290783034,510327.54981927446,94815.10890655796,0.9086063500160666,4.081427375041847,73.3189279275678
391.332,4.04545,373.81,2011.51,81.8171,500000,100000,1,4.04545,81.8171,360.34040701398425,4.265779820567371,407.46058753163294,1908.092803988765,102.2669660366012,542878.9749872674,95180.79061449858,0.9712157896169366,3.884712815140422,94.51245800475114
391.332,4.09091,373.804,2011.51,81.8394,500000,100000,1,4.09091,81.8394,406.210729410913,4.1690532753525344,318.69097859173985,2002.9763630195464,102.55934116311128,473685.1818714079,100340.32109060568,1.0258926828392796,4.128437741532941,102.06221232724349
391.332,4.13636,373.799,2011.51,81.8613,500000,100000,1,4.13636,81.8613,406.7074373842574,3.651893315160728,467.758741477302,1616.1378542193747,71.34531974050023,474977.534824288,100874.96757665538,1.0054079519442765,3.856030188444314,83.1489306658165
391.332,4.18182,373.794,2011.51,81.8827,500000,100000,1,4.18182,81.8827,399.6567579284217,4.244478713413565,418.3086016389908,1913.5856413351337,66.830587352496,463726.55084285815,103374.03729897871,0.9624521780240772,4.257024665960558,84.80034346943879
391.332,4.22727,373.789,2011.51,81.9036,500000,100000,1,4.22727,81.9036,372.4115645978479,4.141450256821288,373.83958495753296,2012.413093812235,93.92141122514955,514327.86388851854,99508.18472464284,1.0096156791538258,3.944035050857709,96.74596053138974
391.332,4.27273,373.784,2011.51,81.9241,500000,100000,1,4.27273,81.9241,390.3984509789123,4.387491215449346,342.8194304043864,2274.9210375547914,85.09313067504978,503120.2473677772,90414.2562292791,1.055451556314243,4.531155004237456,79.48676131889077
391.332,4.31818,373.779,2011.51,81.9441,500000,100000,1,4.31818,81.9441,391.2615105586305,4.5220444819439285,367.2346847615845,1887.490844560761,88.72499320943413,475879.1732675079,117259.29237546244,1.0102029089198,4.771761749650387,91.1633086614917
391.332,4.36364,373.775,2011.51,81.9638,500000,100000,1,4.36364,81.9638,368.6667414724452,4.4062208457694965,376.9073226963729,2174.872393188788,73.91386639520036,479229.4316108629,100167.61836949884,1.007693374660929,4.426695215369085,77.27473630936579
391.332,4.40909,373.77,2011.51,81.983,500000,100000,1,4.40909,81.983,420.7483932113571,4.776202348608161,390.2406443859639,1597.0396075988642,80.35415372794263,496901.7827798402,114442.6406954454,1.0078598421200309,4.494539978645607,85.92530261822127
391.332,4.45455,373.766,2011.51,82.0019,500000,100000,1,4.45455,82.0019,408.49899699477794,4.414747062368384,429.8556003059278,2246.259286826516,77.760341396693,498316.0450934764,99370.27372720446,0.9627092560028796,4.585434890279432,74.08922136215892
391.332,4.5,373.761,2011.51,82.0204,500000,100000,1,4.5,82.0204,387.0084823963445,4.640584010187122,355.96629599625726,1830.4043072185011,85.76300297729892,474007.9926134954,94735.77317725998,1.0224713486257448,4.5623018669617466,79.9227388227094
391.332,4.54545,373.757,2011.51,82.0385,500000,100000,1,4.54545,82.0385,391.8580644572704,4.728391311066994,394.7886740761608,2037.714538002357,66.70894978249095,504429.694464417,98413.3510892247,1.0520935684666184,4.296246690562576,68.43620978997085
391.332,4.59091,373.753,2011.51,82.0563,500000,100000,1,4.59091,82.0563,395.40934304998655,4.568564670897533,325.448072319072,2093.246324766019,80.83364743450637,465593.57618901023,105502.53968625802,1.0676115191504496,4.9152494485458496,86.0892576142906
391.332,4.63636,373.749,2011.51,82.0737,500000,100000,1,4.63636,82.0737,351.38219052348927,4.816893902526793,358.2907146621646,2053.7878281416884,66.61374262084891,501225.32600578194,103096.29708924032,1.021484170454849,4.740718423744162,85.35501528600557
391.332,4.68182,373.745,2011.51,82.0908,500000,100000,1,4.68182,82.0908,386.4955790271725,4.542612405762221,387.8246038306934,1990.031144766996,75.74234356301676,495560.56910687353,101538.055608874,1.0007347097524786,4.812902720630238,73.71302058126959
391.332,4.72727,373.741,2011.51,82.1075,500000,100000,1,4.72727,82.1075,377.9878870131263,4.627390249490678,399.57631346521214,1761.7777576808774,80.90855217560318,510027.7283680089,99693.39502376654,1.0938365641213508,4.96569255343649,100.13378814130851
391.332,4.77273,373.737,2011.51,82.124,500000,100000,1,4.77273,82.124,371.73370191439017,4.459522292648559,345.5859153868795,1832.5779547451505,88.37487314363736,530281.9789110112,100646.70963436348,1.0060167489882446,5.003026395890495,82.75153582073919
391.332,4.81818,373.733,2011.51,82.1401,500000,100000,1,4.81818,82.1401,385.83182300921766,4.876337628815592,357.259159707438,2211.943281810969,89.41344467569579,490733.0879788384,99255.18425966706,0.9757940100632276,5.115568823058831,80.98589104399201
391.332,4.86364,373.729,2011.51,82.156,500000,100000,1,4.86364,82.156,426.50661319625385,4.942735353037612,428.3142370860003,1891.346926786246,91.5330576578002,500009.9756767078,105984.16307192513,0.9655452192153398,4.974142678464178,74.12324044075999
391.332,4.90909,373.725,2011.51,82.1715,500000,100000,1,4.90909,82.1715,403.8711159292671,5.198545448957486,417.14842988704913,1990.73198809934,63.89503745265411,450482.991865101,104579.77244781025,0.9598131874449616,4.698176495453701,88.59006146266064
391.332,4.95455,373.722,2011.51,82.1868,500000,100000,1,4.95455,82.1868,380.15596917851593,5.150537135429072,381.5125048071244,1711.3753572999722,97.77048237313718,549293.0216509742,95288.08935656406,0.9748355261031224,5.057811107816344,74.81306927130666
391.332,5.0,373.718,2011.51,82.2018,500000,100000,1,5.0,82.2018,402.5354982496834,4.928801110838141,290.1305446628661,2184.2128902441004,74.2512486549383,453485.1763351373,92612.93169986836,1.096325102268113,4.993702175675351,88.48887794712873
393.352,0.5,376.654,2011.51,69.8174,500000,100000,1,0.5,69.8174,420.8739629845989,0.470545507816643,471.2368118617633,1746.0946669927807,63.82924959106274,497928.2811215992,93869.5669553586,0.9621650324663812,0.4781285278155497,63.70292228702776
393.352,0.545455,376.393,2011.51,70.9202,500000,100000,1,0.545455,70.9202,411.5373254220551,0.5572600208153267,375.6427899713144,2195.7568349131225,73.77914448408443,436284.9614969865,98218.62384512334,1.0763381411087054,0.5850432066721741,74.00287203060826
393.352,0.590909,376.167,2011.51,71.8715,500000,100000,1,0.590909,71.8715,394.524786263442,0.6237267023179182,364.4092587485291,1797.7444666348124,68.23837999594255,479358.4975719862,101105.74415080494,0.9897317036880696,0.5864732003806246,70.47760826114734
393.352,0.636364,375.971,2011.51,72.7003,500000,100000,1,0.636364,72.7003,380.6283062307978,0.6603926265334886,356.33178163167025,2215.5793048084624,76.64602684615392,543386.19232797,99725.62090762307,1.052097994642232,0.6436291216011634,78.40224470055722
393.352,0.681818,375.798,2011.51,73.4289,500000,100000,1,0.681818,73.4289,407.0843768428266,0.7187888148521573,389.9417979845351,2013.5603151067828,79.45806509850911,528617.7447662157,103150.85382366678,0.946068670094639,0.6569906711542459,63.87604845980877
393.352,0.727273,375.645,2011.51,74.0743,500000,100000,1,0.727273,74.0743,401.0909131663208,0.719567923248843,390.16678167091135,1899.1153909472716,65.5945445460527,524625.2949389828,99927.34139653028,0.9991086823787094,0.7252960781682342,77.45716396078078
393.352,0.772727,375.509,2011.51,74.6499,500000,100000,1,0.772727,74.6499,410.9583021742174,0.754698546228927,411.2059322009864,2333.4324135101456,72.59263028695905,495181.19234191807,107978.53998951812,0.9191951614236586,0.8086825634678391,67.32788601474057
393.352,0.818182,375.386,2011.51,75.1664,500000,100000,1,0.818182,75.1664,405.8443049267603,0.7880360288914141,340.6229228373681,1997.65974933962,73.42873748827596,541273.2146528298,102543.97815277468,1.0011071266268452,0.9018806199598473,70.3050231707312
393.352,0.863636,375.276,2011.51,75.6326,500000,100000,1,0.863636,75.6326,413.99418298381454,0.861222289957985,363.548817211066,1938.7310953992665,86.50409703637766,506434.01657980506,100089.79267986178,1.0393397356517209,0.800582471484578,80.01819859040667
393.352,0.909091,375.176,2011.51,76.0553,500000,100000,1,0.909091,76.0553,382.8252079531114,0.9055186907350956,451.35720222563634,2194.379980254267,70.74858478787473,517246.0822392564,92445.97326829813,1.0483338390400805,0.9101008366846308,76.40951116877208
393.352,0.954545,375.084,2011.51,76.4404,500000,100000,1,0.954545,76.4404,419.2619795252696,0.9644091548466937,383.508035308194,1713.7145715606412,70.60766725597189,566172.7320018029,101751.4552251826,0.9997709706708868,0.8051370602214145,79.29451854996232
393.352,1.0,375.001,2011.51,76.7927,500000,100000,1,1.0,76.7927,397.2383099852482,0.9935351271482246,368.5313187478097,1503.168111586458,65.02477983574929,527258.0552095196,102495.71100185388,0.9820800991484256,0.97853949446247,82.56641360765451
393.352,1.04545,374.924,2011.51,77.1162,500000,100000,1,1.04545,77.1162,434.1674007384447,1.038464944497857,339.6204900856296,2244.438829677031,66.59546055712886,498363.5523677672,96431.78162806452,1.004358627912972,1.051579035442539,78.39458833578976
393.352,1.09091,374.854,2011.51,77.4142,500000,100000,1,1.09091,77.4142,379.7973296689416,1.048544834533608,393.8191498274132,1843.287000577065,61.73079052942145,512760.7218841957,94218.84439571507,0.9713997528569812,1.0998054848746888,76.35061708991873
393.352,1.13636,374.788,2011.51,77.6897,500000,100000,1,1.13636,77.6897,427.4942416951328,1.1898609091119687,413.4293255528904,2185.42966548892,69.496577615286,535103.3576300989,105473.65011324486,0.9713299049036423,1.2294215838261842,69.91469576598823
393.352,1.18182,374.728,2011.51,77.9451,500000,100000,1,1.18182,77.9451,397.24443012482993,1.1863415288160433,407.50124793390177,2020.7956072455208,96.5766876250284,515561.7786244819,95157.1880386976,0.9795911984522934,1.1683901998160455,95.0629596921642
393.352,1.22727,374.671,2011.51,78.1826,500000,100000,1,1.22727,78.1826,380.5401712721125,1.216565509638485,364.97448216307833,1777.3723553012935,86.28513985941215,519576.5645438029,100827.84041283626,1.011393781688215,1.3231107771169568,82.46212283413618
393.352,1.27273,374.619,2011.51,78.4039,500000,100000,1,1.27273,78.4039,383.8351269701532,1.225166218325607,388.1521969141365,2133.6654659998844,93.426240232414,532198.3658100714,100149.62125927147,1.0718087367573226,1.2884440213580106,78.4087190115927
393.352,1.31818,374.57,2011.51,78.6107,500000,100000,1,1.31818,78.6107,387.05153728135735,1.2303949388072335,437.185347518547,1929.0038560648288,67.40689781800265,563253.4802648565,102232.8709863828,1.0649481231042826,1.2845382123938385,76.09337416019545
393.352,1.36364,374.524,2011.51,78.8043,500000,100000,1,1.36364,78.8043,401.6943261674543,1.4528196145763994,414.6311119593227,1794.801914011609,55.78086603245515,476629.8774719325,95193.80312495046,0.9840670300911246,1.3766388337439504,80.43874792105387
393.352,1.40909,374.481,2011.51,78.986,500000,100000,1,1.40909,78.986,403.634919244487,1.4481667928620725,345.1155952140704,1800.0406834362511,82.73446228570636,517551.9845234449,99397.33448085054,0.9592336767555064,1.4181775027070624,78.94606955982842
393.352,1.45455,374.44,2011.51,79.1569,500000,100000,1,1.45455,79.1569,382.0686978025376,1.3364465151044926,279.1073863603137,1662.9477517596026,101.1656594725148,511489.6708528524,95162.83031397608,0.9633641919788312,1.469001933405052,83.34185420578473
393.352,1.5,374.402,2011.51,79.3178,500000,100000,1,1.5,79.3178,392.8730036212479,1.5572356725532244,385.5132220197352,2092.57885807594,73.54343570074842,490357.710893209,100370.61781243514,0.926048381362583,1.4476870128815,74.76707389581705
393.352,1.54545,374.366,2011.51,79.4696,500000,100000,1,1.54545,79.4696,435.4853165050347,1.616732426226838,404.2616755338304,1823.353204854105,80.68329575416173,483815.44071488,102520.35566641526,1.036398441569713,1.490614121388759,92.81842056676022
393.352,1.59091,374.332,2011.51,79.613,500000,100000,1,1.59091,79.613,427.32862805227273,1.6008035608364886,333.5588417508098,2004.5256092900408,60.86968964113986,541301.3614094858,104477.07431038337,0.9303236927297752,1.6812356895441207,85.10521345963005
393.352,1.63636,374.3,2011.51,79.7488,500000,100000,1,1.63636,79.7488,401.933439405681,1.7671142372686175,373.97100818694446,1974.9563385063416,80.0862142668353,474443.9863227043,107474.0339644478,0.887109914941614,1.7226685756774385,65.33735552904444
393.352,1.68182,374.269,2011.51,79.8775,500000,100000,1,1.68182,79.8775,394.0994372072209,1.7000441714257557,364.39956143147487,1822.114932024028,78.37994322678885,464773.7990133471,98682.11027487348,1.036447103223067,1.6121331653838735,82.17725989132678
393.352,1.72727,374.241,2011.51,79.9997,500000,100000,1,1.72727,79.9997,395.7127281213641,1.6049081612439602,378.14382175185,1705.177199601262,54.88326191007507,485925.3570928376,98593.75428036338,1.0342738827363391,1.7156335890200178,86.44335040449853
393.352,1.77273,374.213,2011.51,80.1158,500000,100000,1,1.77273,80.1158,405.4184260804727,1.8050973021614196,353.8297568308071,2521.168466990355,67.64974514383823,455452.4529707364,106363.17930872134,0.9459542354014678,1.8067005798159612,69.54225697135996
393.352,1.81818,374.187,2011.51,80.2263,500000,100000,1,1.81818,80.2263,373.2361249447038,1.8404433688014024,422.4762438669426,2001.7476338669492,66.78763100364898,478852.9552100426,102875.51169984794,1.0151297769367007,1.8922377262173609,89.06283880631598
393.352,1.86364,374.162,2011.51,80.3317,500000,100000,1,1.86364,80.3317,388.2900212125726,1.8074235930371536,379.6984332315316,2378.285304330687,61.29638250154328,473686.08825278137,106185.55917743251,0.9340716908135772,1.881177529250464,85.39472099015757
393.352,1.90909,374.138,2011.51,80.4321,500000,100000,1,1.90909,80.4321,360.5349558686051,1.963838771994716,341.2506380244092,2245.8381989834274,71.68686234096404,502151.15626227454,109762.59046948048,0.9951312685676726,2.019245173477041,69.9065095325241
393.352,1.95455,374.115,2011.51,80.528,500000,100000,1,1.95455,80.528,401.2037606861516,1.7915732426983326,408.4386353591715,1946.9072784399027,86.67353901301708,536137.0860141679,95781.9344599668,1.0179448303504643,1.9469333977981744,79.13670261621758
393.352,2.0,374.093,2011.51,80.6197,500000,100000,1,2.0,80.6197,406.0807908636976,2.099056682744279,326.8006269652675,2047.91121776554,72.9626530257956,485268.546695505,104046.48594478217,1.0346795848240875,2.1546743889688926,71.40761258630528
393.352,2.04545,374.073,2011.51,80.7075,500000,100000,1,2.04545,80.7075,383.8488819340808,1.9556422980680117,422.12246652877,2042.0680114584736,94.611254664364,521627.5390540928,97003.9601663879,1.019809367613642,2.3064362036060744,87.4610445387861
393.352,2.09091,374.053,2011.51,80.7915,500000,100000,1,2.09091,80.7915,424.308542065683,1.9879383148765768,411.12387508087227,2382.472812779449,76.39531540237515,518781.5654863968,107817.35266082964,0.905289736376506,2.098500965423651,72.56901002650021
393.352,2.13636,374.034,2011.51,80.8721,500000,100000,1,2.13636,80.8721,369.2441312463352,2.12420146547166,426.0163212810015,2178.431876907764,84.82939224923652,444488.2139578821,94061.14120675402,1.015110575439752,2.1764489802486144,73.31470864624235
393.352,2.18182,374.015,2011.51,80.9494,500000,100000,1,2.18182,80.9494,364.5512606059853,2.2290534496932084,368.0963483011249,1849.1262798640696,86.99000226603458,486201.9467611637,104588.26157647787,1.1090440060425375,2.079238107359148,81.61471594585504
393.352,2.22727,373.998,2011.51,81.0237,500000,100000,1,2.22727,81.0237,397.7664285867101,2.2455251574559867,355.4434363788977,2082.23848059182,99.66579447215771,490599.695167606,97231.93155638092,1.0196375538601414,2.2081883198547727,97.80126290833616
393.352,2.27273,373.981,2011.51,81.095,500000,100000,1,2.27273,81.095,413.9459105764548,2.1883368117087074,377.1232542175519,2173.298634091025,72.38405960055645,509536.4439961478,102772.11897438442,0.9307427959499311,2.293070735667203,90.99721658702734
393.352,2.31818,373.965,2011.51,81.1636,500000,100000,1,2.31818,81.1636,426.4708162645168,2.2595196963472395,370.80735971905534,1775.0933979936954,86.54912351829688,514251.6414059668,106340.57430114468,0.9644930494880932,2.399142195683119,73.13466995408831
393.352,2.36364,373.949,2011.51,81.2297,500000,100000,1,2.36364,81.2297,384.3268478715988,2.229734789302237,349.539991874981,2110.9086348569413,69.69556893167383,508270.6670812141,96779.99421366332,0.9744196014980144,2.339451436181335,71.28182642725642
393.352,2.40909,373.934,2011.51,81.2933,500000,100000,1,2.40909,81.2933,414.5670631595933,2.382026294789125,353.2321419655742,2282.1564490296164,102.29252621014476,477625.17432979366,92658.22294729478,0.8834192555202067,2.4990069185647146,76.48537874664746
393.352,2.45455,373.919,2011.51,81.3546,500000,100000,1,2.45455,81.3546,392.5946308252479,2.586484666103888,360.2196231322971,1839.0285186529504,68.66707827374823,484166.9986330464,98705.07443878084,1.005031196435144,2.4084988526472806,69.9486255766301
393.352,2.5,373.905,2011.51,81.4138,500000,100000,1,2.5,81.4138,389.9568353156839,2.4994671327945155,330.1579771621703,1866.8183508118084,86.09928096779701,462418.9368050728,98062.926890524,0.9824796570471904,2.626112422475177,87.8210766195409
393.352,2.54545,373.892,2011.51,81.4709,500000,100000,1,2.54545,81.4709,410.73147018651287,2.654829800738873,399.2405050274874,2244.9402049231226,100.52849593879245,501659.6350361188,93577.69216872784,0.9848216857195058,2.5982492383817912,86.83704009007909
393.352,2.59091,373.879,2011.51,81.526,500000,100000,1,2.59091,81.526,406.18162544348377,2.7794506939964085,371.923719850209,1940.2550114225464,66.89385582971039,490820.3610430728,89952.52556155945,0.993774006101607,2.6388134934795238,88.9753884023758
393.352,2.63636,373.866,2011.51,81.5793,500000,100000,1,2.63636,81.5793,362.3481496132965,2.558848574857585,362.3367775221493,1813.9780256323347,88.86144203367722,513316.6909201522,106083.30881848517,0.963895646735187,2.575688624584287,81.9786333231517
393.352,2.68182,373.854,2011.51,81.6308,500000,100000,1,2.68182,81.6308,422.392004982269,2.6568022059245533,332.342965551531,2188.9801048793474,69.47458655603506,517421.99305208726,107458.08179994508,1.0427511308773318,2.670580017974608,82.61170455171298
393.352,2.72727,373.842,2011.51,81.6806,500000,100000,1,2.72727,81.6806,420.4950847168304,3.0233414577094955,330.462384528284,2127.54480657164,110.2079308155054,491655.7122475554,96990.52502279158,1.0091977977829951,2.676278373397876,72.97531150813133
393.352,2.77273,373.83,2011.51,81.7289,500000,100000,1,2.77273,81.7289,381.0486830117911,2.9729687154349578,446.2002749581559,2030.497428886744,58.54194778570261,507052.46685346856,98536.94094613892,0.9733109164561152,2.8931847932731167,83.97617849472968
393.352,2.81818,373.819,2011.51,81.7756,500000,100000,1,2.81818,81.7756,401.1365055742336,2.582523150672307,350.3709242490551,2237.7209202950853,63.16376770658238,494604.5219448279,104038.8709676785,1.0222488662853235,2.6271965862786315,92.11355966606696
393.352,2.86364,373.809,2011.51,81.8208,500000,100000,1,2.86364,81.8208,403.0683880917344,2.919072670190233,396.63110085109946,2252.013224803828,68.05623143488579,472162.8057478328,104117.48659176678,1.0177745478545288,2.7624906855504,78.30003823483923
393.352,2.90909,373.798,2011.51,81.8647,500000,100000,1,2.90909,81.8647,398.4788273567182,2.909171453405774,379.87724395797466,1994.850089067389,68.48817606274413,479995.9427238829,108895.60678686968,0.9522505068226887,3.084631343082361,85.19363457999643
